Cod_setor;Situacao_setor;V062;V063;V064;V065;V066;V067;V068;V081;V082;V083;V084;V085;V086;V087
230075410000003;8;27;62;55;43;21;27;22;12;13;14;13;3;8;2
230075410000004;8;7;7;17;7;5;3;5;12;11;21;6;7;3;5
230075410000005;8;14;13;9;10;3;8;14;13;32;27;20;6;17;3
230075412000001;1;12;24;24;11;6;7;10;5;4;2;2;1;2;2
230075412000002;8;20;19;33;20;16;24;16;4;6;5;5;5;4;3
230075412000003;7;6;13;9;9;7;21;0;0;2;5;0;1;1;2
230075412000004;8;16;21;18;8;5;9;6;7;6;2;1;1;0;3
230075412000005;8;12;23;17;17;16;20;5;5;2;3;1;1;0;2
230075412000006;8;9;31;34;16;15;17;15;6;5;6;4;1;4;2
230075412000007;8;16;35;31;17;17;21;10;6;4;3;5;2;3;2
230075412000008;8;10;26;29;12;15;7;12;7;2;0;8;0;2;5
230075415000001;1;23;37;31;23;9;18;12;16;12;12;10;5;1;7
230075415000002;8;16;15;22;21;14;19;21;12;13;14;10;6;14;2
230075415000003;8;11;15;21;11;6;7;12;7;14;8;5;8;8;6
230075415000004;1;21;24;30;20;12;23;13;10;14;17;13;8;13;4
230075415000005;8;15;10;21;15;8;16;7;4;4;5;1;1;1;4
230075420000001;1;6;9;5;5;5;1;2;4;4;3;7;2;2;1
230075420000002;8;8;12;16;12;4;14;2;2;8;1;0;1;2;3
230075420000003;8;24;35;34;24;12;18;22;8;9;9;2;3;0;10
230075425000001;1;14;22;30;18;12;27;12;22;25;19;11;6;11;6
230075425000002;8;3;7;2;6;6;7;5;6;5;8;3;7;12;1
230075425000003;7;5;9;7;9;8;8;6;1;1;0;2;0;0;0
230075425000004;7;0;5;4;4;1;0;2;0;0;0;0;0;0;0
230075425000005;8;6;19;13;11;8;12;5;1;0;1;1;0;0;2
230075425000006;1;14;33;26;17;10;15;5;7;6;5;4;0;2;8
230075428000001;1;5;8;12;4;6;7;4;5;6;5;7;5;8;2
230075428000002;8;23;34;22;16;18;33;15;11;11;4;7;3;4;1
230075428000003;8;6;17;17;16;7;19;4;2;10;2;8;5;4;1
230075428000005;8;9;15;7;7;3;8;9;5;11;5;6;2;8;2
230075430000001;1;5;6;5;5;4;0;3;1;1;1;2;0;0;0
230075430000002;8;16;30;21;21;13;9;8;1;3;1;0;0;1;0
230075430000003;8;19;29;21;16;13;18;12;13;10;15;16;5;8;5
230075430000004;8;4;5;4;5;3;2;3;0;1;0;2;0;0;0
230075435000001;1;0;0;1;1;0;0;2;0;0;1;0;0;0;1
230075435000002;8;16;23;16;15;5;8;15;9;6;2;0;0;1;2
230075440000001;1;6;13;17;11;6;12;5;8;5;3;3;2;3;2
230075440000002;8;9;21;19;19;14;21;15;19;17;34;17;7;26;2
230075440000003;5;6;7;13;12;5;16;9;7;4;9;5;1;6;0
230075440000004;8;16;37;40;31;22;46;11;4;7;15;5;10;9;4
230075440000005;8;12;15;24;8;13;20;6;2;3;5;4;1;2;4
230075440000006;8;7;13;12;14;8;23;13;7;10;11;9;4;5;4
230075440000007;8;4;18;21;15;10;22;4;7;7;11;4;2;7;1
230080405000001;1;19;34;23;19;12;10;10;15;21;16;10;6;3;13
230080405000002;1;26;31;31;14;2;2;9;16;17;5;1;0;0;18
230080405000003;1;13;22;15;5;4;8;5;23;15;22;8;7;5;6
230080405000004;1;10;15;7;2;2;0;18;61;51;32;20;9;2;19
230080405000005;8;27;38;34;26;14;21;10;7;6;3;7;4;5;2
230080405000006;8;17;17;16;7;8;9;11;8;9;9;5;5;7;6
230080405000007;1;11;14;12;13;3;3;6;14;9;10;4;6;2;8
230080405000008;1;21;19;22;6;3;6;5;22;23;11;5;2;3;14
230080405000009;1;12;12;7;5;4;2;6;13;19;23;7;1;11;9
230080405000010;1;25;35;20;17;3;1;15;32;33;29;19;8;6;15
230080405000011;5;2;6;6;2;2;0;4;1;7;2;1;2;0;0
230080410000001;1;3;11;5;0;5;7;0;3;1;1;5;0;0;1
230080410000002;8;8;21;14;10;5;9;10;13;6;18;8;5;4;1
230090305000001;1;27;32;39;15;7;1;17;20;12;13;8;3;2;18
230090305000002;1;13;10;12;8;6;1;10;22;35;24;15;7;7;7
230090305000003;1;25;21;20;4;7;6;12;16;16;16;9;6;4;11
230090305000004;1;26;41;30;11;7;5;5;18;24;12;7;4;8;7
230090305000005;1;18;39;35;12;9;11;15;16;22;19;17;5;17;8
230090305000006;1;7;16;9;5;4;3;8;4;7;1;2;0;2;4
230090305000007;8;17;18;12;11;9;7;14;5;6;4;4;2;2;0
230090305000008;8;23;39;25;9;7;10;8;13;10;8;5;4;1;6
230090305000009;8;9;15;13;6;7;0;3;5;13;8;10;4;2;4
230090305000010;8;10;19;22;5;8;4;6;12;15;12;8;4;4;4
230090305000011;8;30;30;29;25;14;11;22;9;3;4;4;1;1;1
230090305000012;7;2;8;6;5;5;5;2;0;1;3;1;2;3;1
230090305000013;1;19;20;20;16;7;6;16;13;18;12;6;4;4;9
230090305000014;1;19;33;19;7;6;4;8;15;12;8;10;6;2;10
230090305000015;1;10;9;14;1;1;1;5;13;22;18;11;1;3;7
230090305000016;5;16;19;8;9;3;1;9;6;1;0;2;3;3;4
230090305000017;8;17;20;18;12;6;4;22;14;17;20;10;4;10;7
230090305000018;8;13;23;16;8;4;6;2;0;2;1;0;0;0;2
230090310000001;1;5;7;2;7;5;5;4;5;4;2;3;5;2;1
230090310000002;8;24;19;11;21;5;8;25;23;42;34;27;10;18;2
230090310000003;8;13;26;14;18;10;5;12;9;19;15;7;6;7;3
230090310000004;8;26;37;39;21;9;20;12;4;3;1;1;0;0;1
230090310000005;7;5;2;3;1;1;0;4;5;2;5;2;2;5;0
230090315000001;1;9;15;16;6;1;4;4;4;1;1;2;1;0;2
230090315000002;8;12;28;24;13;3;5;19;19;10;7;6;3;8;6
230090315000003;8;10;10;18;6;1;4;6;3;4;5;4;1;1;3
230090315000004;8;24;24;15;9;15;5;24;14;33;17;9;5;10;6
230090315000005;8;5;4;6;3;0;1;5;10;9;9;3;1;5;2
230100005000001;1;18;32;29;13;4;5;18;26;45;32;17;15;17;13
230100005000002;1;17;29;19;8;4;6;17;23;23;17;11;5;6;15
230100005000003;1;11;29;34;13;6;4;6;32;29;15;8;4;4;11
230100005000004;1;13;20;19;10;4;3;7;8;19;15;6;1;1;5
230100005000005;1;16;21;13;17;1;1;14;27;49;49;29;13;8;7
230100005000006;1;23;40;38;17;12;6;14;12;19;13;7;5;5;9
230100005000007;1;16;23;24;10;6;6;7;14;11;8;10;3;14;5
230100005000008;1;45;60;53;28;8;9;18;15;23;15;10;5;7;6
230100005000009;2;29;53;38;20;9;12;9;28;30;25;7;7;6;7
230100005000010;1;20;42;24;15;11;14;17;14;17;8;4;6;1;2
230100005000011;1;4;5;3;4;3;2;15;3;1;0;0;0;0;2
230100005000012;1;9;9;7;2;1;0;13;6;3;2;2;0;0;0
230100005000013;1;16;20;16;5;1;1;13;6;13;10;4;4;0;0
230100005000014;1;23;36;34;16;8;5;26;19;24;16;10;3;3;9
230100005000015;1;23;22;26;16;5;4;8;21;27;15;7;4;9;11
230100005000016;1;17;22;19;19;4;10;13;10;14;9;4;9;7;6
230100005000017;2;31;50;44;23;10;22;22;27;27;23;7;2;5;13
230100005000018;2;38;56;56;50;16;20;11;17;20;17;11;6;9;8
230100005000019;2;29;44;40;12;11;13;14;23;27;33;15;16;17;5
230100005000020;2;44;87;71;30;11;16;28;52;67;51;43;21;32;20
230100005000021;1;29;29;32;18;4;6;8;15;17;18;10;2;4;7
230100005000022;1;21;17;25;14;5;11;12;7;10;7;5;4;3;5
230100005000023;1;8;19;13;9;4;3;9;4;6;10;5;1;4;1
230100005000024;1;21;39;31;12;12;4;13;14;19;5;6;6;4;5
230100005000025;1;14;22;13;14;5;8;8;21;21;17;6;3;4;4
230100005000026;1;9;8;10;3;4;3;9;13;21;16;7;6;8;5
230100005000027;1;46;75;77;31;14;14;22;35;30;31;19;8;10;8
230100005000028;1;11;13;12;6;2;2;6;3;4;2;3;3;7;1
230100005000029;1;13;14;12;3;2;3;6;9;5;5;4;2;2;2
230100005000030;2;30;41;31;32;12;15;17;9;7;6;3;2;1;4
230100005000031;1;43;59;41;29;19;14;36;47;49;39;23;13;10;11
230100005000032;1;20;19;17;3;2;0;4;3;12;5;2;1;0;0
230100005000033;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230100005000034;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230100005000035;1;18;25;15;13;4;2;17;3;11;4;7;1;2;0
230100005000036;1;10;6;9;3;0;1;4;5;0;2;1;1;3;2
230100005000037;1;9;5;2;6;2;1;1;13;13;10;9;4;2;4
230100007000001;1;11;18;17;7;5;5;4;5;9;7;8;2;1;5
230100007000002;2;33;43;44;23;13;13;22;25;26;17;11;5;4;6
230100007000003;2;24;32;29;18;7;8;32;13;9;11;12;3;3;6
230100007000004;2;21;28;24;25;10;10;12;15;27;15;17;9;12;6
230100007000005;2;45;62;52;30;20;17;17;15;13;12;12;3;5;7
230100007000006;2;20;52;35;29;10;11;21;21;19;11;7;3;7;4
230100007000007;2;18;32;21;15;2;8;6;11;10;7;5;2;0;6
230100007000008;2;17;22;18;14;2;5;3;16;13;15;6;1;1;3
230100007000009;2;35;30;49;22;13;12;13;5;10;5;4;3;1;5
230100007000010;2;34;40;34;19;10;11;16;12;7;1;1;0;3;8
230100007000011;2;46;46;66;28;15;19;22;18;14;20;8;3;5;12
230100007000012;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230100007000013;8;5;8;12;7;10;14;2;4;4;5;2;1;2;1
230100007000014;2;12;12;13;8;4;5;7;4;5;9;5;2;4;7
230100008000001;1;7;21;33;17;5;7;13;26;25;20;16;6;6;6
230100008000002;8;19;24;29;14;10;16;16;18;19;21;17;6;7;2
230100008000003;8;1;3;1;3;0;3;4;2;1;3;1;0;0;0
230100008000004;1;7;7;6;1;0;2;5;12;1;5;4;3;1;5
230100008000005;8;3;3;6;2;2;1;2;1;2;3;2;1;4;0
230100015000001;1;11;12;10;14;3;3;3;5;8;7;3;1;2;1
230100015000002;1;16;14;15;5;5;5;14;13;23;14;18;11;8;11
230100015000003;1;5;4;2;5;1;0;2;2;1;2;2;1;3;2
230100015000004;1;9;1;7;4;2;2;2;0;3;1;2;0;0;1
230100015000005;2;13;23;17;9;9;2;20;9;9;17;10;1;9;2
230100015000006;2;0;1;1;0;0;0;1;1;0;1;0;0;0;0
230100015000007;3;19;24;30;23;13;57;7;13;9;10;5;1;10;0
230100015000008;2;12;15;10;8;6;8;20;15;10;16;14;3;9;1
230100015000009;1;8;16;18;10;4;4;6;3;1;4;1;0;0;1
230100015000010;1;17;21;14;8;2;3;15;4;3;6;2;0;1;1
230100015000011;2;17;23;24;18;6;10;13;15;16;9;7;2;6;5
230100015000012;1;13;13;9;4;5;1;7;10;14;10;3;3;3;6
230100015000013;1;18;29;36;26;11;8;15;17;35;25;13;9;11;11
230100015000014;1;20;24;20;12;5;10;17;19;20;13;9;8;12;6
230100015000016;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230100017000001;1;5;4;2;2;1;0;3;3;3;2;3;0;3;1
230100017000002;2;44;88;65;31;17;18;35;20;18;21;9;4;5;8
230100017000003;2;29;36;59;20;6;15;28;24;22;17;9;11;14;10
230100017000004;2;23;47;30;13;8;1;21;43;43;44;29;15;22;7
230100017000005;2;25;41;29;22;9;5;20;6;8;6;2;6;6;4
230100017000006;2;32;78;56;42;25;15;26;18;21;20;12;3;14;9
230100020000001;1;5;8;6;3;2;2;2;1;4;3;3;1;0;1
230100020000002;2;10;16;12;7;6;34;6;4;6;6;5;8;3;3
230100020000003;2;53;71;64;39;18;19;29;47;29;25;18;6;6;8
230100020000004;2;9;8;13;8;3;6;8;10;9;10;7;1;2;5
230100020000005;8;35;40;37;29;19;14;24;17;8;15;4;3;3;5
230100020000006;8;32;46;50;29;17;20;21;20;20;15;10;8;1;6
230100020000007;2;62;101;79;48;21;23;34;32;33;34;18;14;9;13
230100020000008;8;31;65;44;30;13;14;12;18;13;13;11;2;10;9
230100020000009;2;21;29;24;15;10;11;7;18;22;16;8;8;7;5
230100025000001;1;12;17;17;10;2;2;8;10;13;6;2;1;1;1
230100025000002;2;16;33;34;15;6;7;4;10;11;6;12;4;3;2
230100025000003;2;64;92;83;37;14;11;30;37;32;33;19;4;4;9
230100025000004;1;34;61;51;29;10;14;11;6;8;11;6;3;1;1
230100025000005;2;12;21;15;7;9;5;4;7;11;12;9;6;6;2
230100025000006;2;27;20;26;18;11;5;11;6;8;7;4;4;5;3
230100030000001;1;35;43;32;18;6;3;18;32;45;30;18;4;4;15
230100030000002;1;37;56;42;20;9;6;13;20;38;19;9;8;2;8
230100030000003;2;37;52;41;15;9;4;16;27;19;23;16;5;10;6
230100030000004;2;8;6;7;4;2;2;9;12;12;9;6;6;3;4
230100030000005;2;4;5;3;1;0;1;5;5;8;2;4;2;0;0
230100030000006;2;17;21;15;4;1;4;15;44;62;52;34;13;7;5
230100030000007;2;19;21;26;13;5;5;14;15;20;16;6;0;4;5
230100030000008;2;38;46;42;23;12;16;17;13;9;4;6;3;4;3
230100030000009;2;25;31;20;12;3;4;25;37;42;51;23;10;8;3
230100030000010;2;24;31;33;12;4;3;11;25;24;16;10;2;0;13
230100030000011;2;30;25;38;15;9;9;18;17;15;15;14;5;4;6
230100030000012;2;24;32;35;9;10;10;12;7;6;8;2;0;0;5
230110905000001;1;11;12;16;9;2;4;20;14;18;15;5;1;2;15
230110905000002;1;20;20;14;13;2;1;9;16;17;11;7;2;0;6
230110905000003;1;13;13;19;3;0;2;8;10;11;11;12;1;4;7
230110905000004;1;21;29;34;14;8;1;13;34;22;16;15;6;2;12
230110905000005;1;23;18;16;8;3;4;12;21;26;26;9;7;2;15
230110905000006;1;21;25;36;10;10;11;3;17;18;15;8;7;3;7
230110905000007;1;11;21;26;7;3;7;4;15;14;10;5;4;5;6
230110905000008;1;22;51;54;19;9;3;9;29;30;21;13;5;5;18
230110905000009;1;21;31;23;22;6;6;11;35;25;21;12;8;11;7
230110905000010;1;10;18;17;10;6;4;7;11;18;15;11;9;5;3
230110905000011;1;15;15;16;8;5;3;8;13;23;17;8;7;3;12
230110905000012;1;17;47;25;13;6;6;15;28;40;31;11;8;9;12
230110905000013;1;25;36;24;9;7;6;8;15;20;12;6;3;6;5
230110905000014;1;28;39;36;16;7;5;10;16;14;12;3;4;1;7
230110905000015;1;10;20;19;9;4;3;7;15;14;8;5;4;3;7
230110905000016;1;43;77;53;44;15;15;37;39;43;43;18;8;8;11
230110905000017;1;23;25;37;21;9;5;23;22;33;26;9;9;6;5
230110905000018;1;28;35;26;19;6;6;12;20;20;12;11;9;12;6
230110905000019;1;23;30;34;25;11;1;13;28;28;16;8;3;7;17
230110905000020;1;20;44;37;14;6;5;11;25;12;5;3;2;1;12
230110905000021;1;26;37;27;13;4;7;9;34;39;25;2;0;3;22
230110905000022;1;27;35;38;17;8;4;19;20;17;6;8;1;1;11
230110905000023;1;18;39;38;10;7;4;7;19;17;15;5;3;7;10
230110905000024;1;17;16;19;17;5;7;12;7;20;22;13;12;9;3
230110905000025;1;18;48;30;17;8;2;14;24;12;17;11;11;3;10
230110905000026;1;26;36;40;19;14;2;17;31;30;31;17;2;8;23
230110905000027;1;24;40;25;7;3;3;11;17;18;8;15;5;4;12
230110905000028;1;23;39;36;5;4;4;11;26;22;14;8;6;1;9
230110905000029;1;10;17;19;9;1;5;6;12;18;11;9;5;9;6
230110905000030;1;25;28;25;20;6;10;16;19;17;13;9;4;5;9
230110905000031;1;55;53;51;23;7;7;14;19;24;16;4;5;5;14
230110905000032;1;15;24;19;19;5;4;17;14;7;5;6;5;4;2
230110905000033;1;16;27;15;14;6;4;21;27;34;30;14;14;5;13
230110905000034;3;7;16;23;7;3;4;3;9;8;9;8;2;3;1
230110905000035;3;21;33;8;13;6;4;20;12;19;10;5;1;3;7
230110905000036;3;22;17;15;4;3;11;23;8;11;14;4;1;5;13
230110905000037;3;50;44;50;15;7;13;45;35;48;21;33;13;14;30
230110905000038;3;3;2;2;1;0;0;4;1;2;0;0;0;0;1
230110905000039;3;18;58;40;17;10;15;18;18;22;14;15;14;12;8
230110905000040;3;15;17;13;9;2;5;13;3;9;6;3;1;5;2
230110905000041;5;11;31;20;6;4;3;4;10;19;13;4;1;1;3
230110905000042;8;26;42;44;22;15;11;23;20;10;9;11;6;7;6
230110905000043;5;14;17;18;19;4;8;5;5;8;11;8;4;6;2
230110905000044;8;8;9;10;9;6;6;2;0;4;2;2;0;1;1
230110905000045;5;11;22;19;9;7;15;11;14;36;31;17;13;25;6
230110905000046;8;14;32;27;16;7;6;11;3;7;5;2;5;2;0
230110905000047;5;9;12;5;4;2;1;6;4;8;5;0;1;3;2
230110905000048;8;20;37;35;13;6;8;12;9;12;8;6;1;2;7
230110905000049;5;9;8;6;6;1;3;6;5;5;3;4;1;4;2
230110905000050;5;22;35;20;22;9;7;21;26;23;23;7;7;4;11
230110905000051;8;13;22;22;7;12;16;7;7;15;24;11;5;9;1
230110905000052;8;23;30;38;23;9;15;9;7;11;5;2;5;7;1
230110905000053;8;11;7;2;1;1;2;8;0;1;1;1;0;0;1
230110905000054;8;18;33;37;26;10;3;27;23;19;21;19;8;14;2
230110905000055;5;30;49;42;20;7;4;11;15;12;9;2;0;0;12
230110905000056;8;22;39;40;31;18;27;13;7;11;9;6;6;9;4
230110905000057;8;37;33;17;24;12;25;14;17;14;6;4;3;2;3
230110905000058;8;18;36;32;19;14;24;7;9;9;5;6;2;7;5
230110905000059;8;17;14;4;4;4;2;12;8;4;2;1;2;2;3
230110905000060;8;7;8;5;2;3;7;6;7;3;8;4;4;1;4
230110905000061;8;10;14;12;8;5;4;7;3;1;2;1;1;1;1
230110905000062;1;9;14;12;0;3;1;5;25;31;19;9;4;4;10
230110905000063;1;19;18;16;11;1;3;7;18;13;5;8;2;3;13
230110905000064;1;21;19;23;11;5;5;7;18;19;23;7;2;2;8
230110905000065;1;19;27;21;12;1;1;11;16;20;16;9;6;1;10
230110905000066;1;29;47;34;21;8;12;20;16;27;14;14;3;5;13
230110905000067;1;22;23;13;11;2;6;3;11;17;13;7;3;8;4
230110905000068;1;14;19;26;9;2;5;12;15;17;15;13;3;4;7
230110905000069;1;14;23;28;15;4;5;10;16;34;18;9;3;4;8
230110905000070;1;4;3;4;2;2;0;3;4;5;2;1;1;1;0
230110905000071;1;21;25;26;10;6;2;11;8;12;11;5;2;2;2
230110905000072;1;24;32;21;14;6;5;8;43;30;34;14;3;4;14
230110905000073;1;12;16;17;5;8;6;8;17;14;10;10;6;4;8
230110905000074;1;7;9;15;8;3;0;6;6;18;8;9;4;4;3
230110905000075;1;22;28;24;7;0;5;6;15;19;13;7;6;0;5
230110905000076;1;17;29;25;7;6;1;14;23;21;9;6;4;4;3
230110905000077;1;18;38;27;13;6;9;8;17;17;13;3;5;5;11
230110905000078;1;18;27;36;13;11;14;14;11;15;21;14;5;5;7
230110905000079;1;5;12;9;4;3;2;6;5;9;5;2;3;4;2
230110905000080;3;20;23;25;14;5;5;8;8;18;8;9;6;8;4
230110905000081;1;51;57;50;26;16;7;22;23;32;36;17;11;16;9
230110905000082;1;10;27;27;11;5;2;7;13;10;2;4;1;2;6
230110905000083;3;20;18;10;10;5;5;7;15;15;11;6;3;5;11
230110905000084;3;7;7;11;5;1;0;5;4;9;2;2;1;1;3
230110905000085;8;10;15;7;6;1;4;3;6;12;9;7;4;5;2
230110905000086;1;8;7;4;2;0;2;5;4;7;4;5;0;3;0
230110905000088;3;12;15;8;4;5;5;12;7;12;8;9;3;8;7
230110905000089;3;2;5;0;1;0;0;2;2;1;0;0;0;1;0
230110905000090;1;17;27;35;12;3;5;5;13;20;8;3;7;3;8
230110905000091;5;26;45;37;18;16;9;28;19;25;24;17;14;5;5
230110905000092;8;8;8;12;5;2;7;7;7;6;6;2;3;2;1
230110907000001;1;19;34;27;9;4;2;18;15;9;8;4;4;1;7
230110907000002;8;35;45;23;22;6;4;17;19;19;10;7;7;2;19
230110907000003;5;20;27;23;19;4;3;6;11;9;7;5;1;1;5
230110907000004;5;16;24;25;14;8;3;4;32;33;26;15;5;9;6
230110907000005;8;32;46;37;21;12;4;36;37;35;24;15;7;5;9
230110910000001;1;9;5;15;3;3;2;4;8;6;4;1;0;1;6
230110910000002;8;14;22;13;7;5;1;7;14;8;8;2;2;0;4
230110910000003;5;35;27;32;13;1;5;13;7;12;9;3;0;2;11
230110916000001;1;13;16;13;10;2;0;9;9;11;7;4;2;2;2
230110916000002;8;22;48;35;14;16;9;16;14;16;10;3;5;2;5
230110916000003;8;16;33;14;9;7;6;25;31;31;35;15;11;2;7
230110916000004;8;3;1;4;1;1;1;1;0;1;0;0;0;0;0
230110916000005;8;0;2;2;1;0;0;0;1;0;0;2;0;0;0
230110924000001;1;22;19;20;5;1;0;13;12;4;6;4;1;0;5
230110924000002;8;44;64;39;31;13;17;25;4;9;8;4;1;1;5
230110935000002;8;29;54;52;28;11;15;9;23;16;9;12;4;2;7
230110935000003;8;26;43;28;24;10;5;10;4;6;2;3;0;0;2
230110935000004;5;28;44;18;15;5;4;9;17;9;8;3;0;1;7
230110935000005;5;16;16;14;5;2;2;7;13;18;14;12;4;7;4
230110935000006;8;10;27;26;10;7;6;8;5;2;6;3;0;1;2
230110935000008;5;14;16;14;8;1;6;3;9;12;4;3;1;2;3
230110940000001;1;18;28;33;16;2;1;25;23;19;11;12;3;3;10
230110940000002;8;42;55;46;25;6;9;24;21;18;7;6;5;1;4
230110940000004;8;17;36;19;18;3;3;6;1;7;8;3;2;1;6
230120805000001;1;19;32;16;11;6;5;11;14;17;12;5;1;4;11
230120805000002;1;24;30;24;10;10;3;10;13;10;16;10;4;5;9
230120805000003;1;9;13;16;16;5;2;10;14;16;15;10;7;9;5
230120805000004;1;12;19;18;4;0;0;11;28;28;17;10;3;4;13
230120805000005;1;26;34;33;25;13;10;15;15;16;20;3;6;11;7
230120805000006;1;14;27;29;16;5;4;13;22;14;8;7;3;3;11
230120805000007;1;21;30;34;17;4;7;8;20;22;14;4;2;6;2
230120805000008;5;14;27;23;11;5;2;10;16;13;8;5;3;9;7
230120805000009;8;30;34;22;18;12;14;16;15;10;10;7;3;2;6
230120805000010;8;13;15;17;7;4;7;5;3;5;2;3;2;1;1
230120805000011;5;15;18;14;9;14;7;11;9;7;14;4;6;6;1
230120805000012;8;13;29;29;9;12;6;9;10;4;5;8;2;3;4
230120805000013;8;4;1;8;3;0;1;4;0;2;0;1;0;0;0
230120805000014;1;6;9;12;6;2;0;5;16;28;19;13;5;5;8
230120805000015;1;25;40;31;15;6;5;4;11;17;10;9;5;4;4
230120805000016;1;14;34;30;12;6;2;7;14;22;13;0;3;3;5
230120805000017;1;14;11;18;9;3;3;8;12;11;8;0;1;1;5
230120805000018;1;18;35;24;9;4;7;13;12;11;16;10;5;9;4
230120805000019;1;4;2;1;2;1;0;0;5;6;2;0;1;0;1
230120805000020;1;23;29;17;12;9;9;7;12;14;10;3;1;3;8
230120805000021;1;30;40;22;14;8;11;10;16;17;16;15;5;8;8
230120805000022;5;9;12;17;10;4;4;8;4;4;5;2;2;2;3
230120805000023;5;4;6;6;6;0;2;2;5;7;1;1;2;3;2
230120805000024;5;6;7;10;6;2;3;3;2;4;3;4;3;1;2
230120815000001;1;12;11;4;6;1;0;11;23;27;14;6;5;8;10
230120815000002;8;8;8;9;5;3;5;2;3;1;1;0;0;0;2
230120815000003;8;18;23;34;20;19;17;3;11;11;7;1;3;4;4
230120815000004;5;10;13;5;9;3;2;3;2;6;4;0;1;2;1
230120815000005;8;15;21;12;11;2;10;6;9;5;5;1;3;2;7
230120815000006;8;14;16;10;8;2;9;7;7;12;19;10;6;3;5
230120815000007;8;15;10;4;4;0;3;7;13;16;15;5;1;9;1
230120815000008;8;16;23;25;7;3;6;6;6;5;3;1;2;1;5
230120815000009;8;2;1;7;1;3;2;4;1;1;3;1;1;0;1
230120815000010;1;23;32;19;15;5;5;14;16;14;10;13;4;6;10
230120815000011;5;7;8;4;0;2;2;14;3;21;11;4;7;5;7
230120815000012;5;7;6;5;5;1;2;5;5;12;11;2;3;1;5
230120816000001;1;18;28;28;26;14;14;7;9;5;8;7;4;5;2
230120816000002;8;4;11;4;1;2;4;4;11;13;17;10;4;5;2
230120817000001;1;8;18;24;6;3;7;3;5;9;3;3;0;2;1
230120817000002;8;18;22;17;9;7;5;9;10;6;10;6;1;5;6
230120817000003;5;7;10;9;10;2;1;3;1;3;5;0;1;1;1
230120819000001;1;10;8;7;2;1;2;4;12;22;20;11;7;5;2
230120819000002;8;9;16;15;12;2;2;2;3;5;3;0;0;0;2
230120819000003;5;3;20;18;8;5;7;5;5;1;5;5;0;3;0
230120821000001;1;27;27;11;15;6;9;10;13;10;15;7;1;1;2
230120821000002;8;3;5;1;5;2;2;4;9;11;5;4;3;2;0
230120821000003;8;20;7;17;14;7;6;15;19;22;25;8;3;8;6
230120821000004;8;16;23;40;15;13;16;11;6;5;6;1;4;3;0
230120821000005;8;4;6;6;7;2;2;2;6;13;11;8;6;4;3
230120823000001;1;13;20;12;9;1;4;8;7;5;2;2;1;0;5
230120823000002;8;12;9;13;8;2;2;12;4;5;1;1;1;1;1
230120824000001;1;13;29;16;9;3;4;7;11;9;9;5;2;3;4
230120824000002;8;19;14;21;17;9;6;7;5;5;4;0;1;1;4
230120825000001;1;8;3;8;5;2;0;1;9;9;9;3;2;1;3
230120825000002;8;13;40;29;17;10;8;14;13;10;10;6;3;2;3
230120825000003;1;21;18;21;11;5;2;19;33;45;44;22;17;11;8
230120825000004;1;3;6;2;2;2;1;3;6;14;8;7;2;1;6
230125705000001;1;31;46;31;15;8;2;9;24;20;14;3;0;1;20
230125705000002;1;14;28;11;6;2;2;1;8;9;5;2;0;0;7
230125705000003;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230125705000004;1;20;21;21;13;17;10;12;12;16;12;7;4;0;10
230125705000005;1;23;42;28;13;3;8;6;23;18;8;8;4;3;5
230125705000006;1;15;20;15;8;2;1;14;25;36;30;16;7;7;11
230125705000007;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230125705000008;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230125705000009;8;14;25;16;14;5;7;17;14;2;5;0;2;1;4
230125705000010;8;18;36;21;15;11;10;15;12;8;14;2;6;4;8
230125705000011;8;10;13;14;6;5;2;14;18;29;29;16;9;4;6
230125705000012;8;21;30;22;17;5;5;9;3;2;4;5;1;2;6
230125705000013;8;36;48;37;19;12;7;13;6;10;4;1;1;1;5
230125705000014;8;8;27;18;6;8;7;6;12;11;12;6;3;5;3
230125705000015;8;4;2;4;1;2;3;0;0;0;1;0;0;1;0
230125705000016;8;24;42;35;14;4;4;11;11;10;7;8;0;1;12
230125705000017;5;13;15;11;7;4;0;3;4;3;3;1;1;2;4
230125705000018;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230125705000019;8;18;24;17;14;2;5;5;8;5;2;1;2;0;4
230125715000001;1;20;15;32;14;4;3;13;33;23;29;13;5;3;8
230125715000002;8;11;23;36;17;12;4;11;16;7;14;8;5;8;11
230125715000003;8;8;21;10;10;5;9;0;3;1;2;0;0;0;0
230125715000004;1;26;28;19;17;2;2;11;10;15;6;7;2;1;19
230130705000001;1;19;35;14;21;6;21;7;10;18;11;5;1;3;8
230130705000002;1;28;29;52;28;14;4;5;18;18;9;2;3;1;10
230130705000003;1;10;19;20;7;5;3;8;28;24;35;12;8;7;7
230130705000004;1;20;29;36;16;4;7;8;31;26;16;11;10;10;11
230130705000005;1;9;9;11;8;4;3;6;19;19;20;10;6;2;4
