"key","position","name"
"conf/aaai/Carman05",0,"Mark James Carman"
"conf/aaai/CarpenterDKLNNSMR07",0,"Christopher J. Carpenter"
"conf/aaai/CarpenterDKLNNSMR07",1,"Christopher Dugan"
"conf/aaai/CarpenterDKLNNSMR07",2,"Joseph Kopena"
"conf/aaai/CarpenterDKLNNSMR07",3,"Robert N. Lass"
"conf/aaai/CarpenterDKLNNSMR07",4,"Gaurav Naik"
"conf/aaai/CarpenterDKLNNSMR07",5,"Duc N. Nguyen"
"conf/aaai/CarpenterDKLNNSMR07",6,"Evan Sultanik"
"conf/aaai/CarpenterDKLNNSMR07",7,"Pragnesh Jay Modi"
"conf/aaai/CarpenterDKLNNSMR07",8,"William C. Regli"
"conf/aaai/CarpenterF11",0,"Tamitha Carpenter"
"conf/aaai/CarpenterF11",1,"Emi Fujioka"
"conf/aaai/Carreira-PerpinanW14",0,"Miguel Á. Carreira-Perpiñán"
"conf/aaai/Carreira-PerpinanW14",1,"Weiran Wang"
"conf/aaai/CarrilloT16",0,"Felip Martí Carrillo"
"conf/aaai/CarrilloT16",1,"Elin Anna Topp"
"conf/aaai/CartwrightRHP11",0,"Mark Brozier Cartwright"
"conf/aaai/CartwrightRHP11",1,"Zafar Rafii"
"conf/aaai/CartwrightRHP11",2,"Jinyu Han"
"conf/aaai/CartwrightRHP11",3,"Bryan Pardo"
"conf/aaai/CashmoreFLM16",0,"Michael Cashmore"
"conf/aaai/CashmoreFLM16",1,"Maria Fox"
"conf/aaai/CashmoreFLM16",2,"Derek Long"
"conf/aaai/CashmoreFLM16",3,"Daniele Magazzeni"
"conf/aaai/Cassell00",0,"Justine Cassell"
"conf/aaai/CassimatisBDMB07",0,"Nicholas L. Cassimatis"
"conf/aaai/CassimatisBDMB07",1,"Magdalena D. Bugajska"
"conf/aaai/CassimatisBDMB07",2,"Scott Dugas"
"conf/aaai/CassimatisBDMB07",3,"Arthi Murugesan"
"conf/aaai/CassimatisBDMB07",4,"Paul Bello"
"conf/aaai/CastellanoFPT08",0,"Giovanna Castellano"
"conf/aaai/CastellanoFPT08",1,"Anna Maria Fanelli"
"conf/aaai/CastellanoFPT08",2,"Paola Plantamura"
"conf/aaai/CastellanoFPT08",3,"Maria Alessandra Torsello"
"conf/aaai/CastelliBO07",0,"Vittorio Castelli"
"conf/aaai/CastelliBO07",1,"Lawrence D. Bergman"
"conf/aaai/CastelliBO07",2,"Daniel Oblinger"
"conf/aaai/Castro-WunschMA16",0,"Karo Castro-Wunsch"
"conf/aaai/Castro-WunschMA16",1,"William Maga"
"conf/aaai/Castro-WunschMA16",2,"Calin Anton"
"conf/aaai/CastroP10",0,"Pablo Samuel Castro"
"conf/aaai/CastroP10",1,"Doina Precup"
"conf/aaai/CastroP14",0,"Paulo André Lima de Castro"
"conf/aaai/CastroP14",1,"Simon Parsons"
"conf/aaai/Cavallo06",0,"Ruggiero Cavallo"
"conf/aaai/Cavallo12",0,"Ruggiero Cavallo"
"conf/aaai/CavalloP08",0,"Ruggiero Cavallo"
"conf/aaai/CavalloP08",1,"David C. Parkes"
"conf/aaai/CazenaveSST16",0,"Tristan Cazenave"
"conf/aaai/CazenaveSST16",1,"Abdallah Saffidine"
"conf/aaai/CazenaveSST16",2,"Michael John Schofield"
"conf/aaai/CazenaveSST16",3,"Michael Thielscher"
"conf/aaai/CebrianDHC08",0,"Manuel Cebrián"
"conf/aaai/CebrianDHC08",1,"Iván Dotú"
"conf/aaai/CebrianDHC08",2,"Pascal Van Hentenryck"
"conf/aaai/CebrianDHC08",3,"Peter Clote"
"conf/aaai/CelisKLNT12",0,"L. Elisa Celis"
"conf/aaai/CelisKLNT12",1,"Anna R. Karlin"
"conf/aaai/CelisKLNT12",2,"Kevin Leyton-Brown"
"conf/aaai/CelisKLNT12",3,"C. Thach Nguyen"
"conf/aaai/CelisKLNT12",4,"David Robert Martin Thompson"
"conf/aaai/CeppiGG11",0,"Sofia Ceppi"
"conf/aaai/CeppiGG11",1,"Nicola Gatti 0001"
"conf/aaai/CeppiGG11",2,"Enrico H. Gerding"
"conf/aaai/Cerkez05",0,"Paul S. Cerkez"
"conf/aaai/CermakBDLK16",0,"Jiri Cermak"
"conf/aaai/CermakBDLK16",1,"Branislav Bosanský"
"conf/aaai/CermakBDLK16",2,"Karel Durkota"
"conf/aaai/CermakBDLK16",3,"Viliam Lisý"
"conf/aaai/CermakBDLK16",4,"Christopher Kiekintveld"
"conf/aaai/CermakLM15",0,"Petr Cermák"
"conf/aaai/CermakLM15",1,"Alessio Lomuscio"
"conf/aaai/CermakLM15",2,"Aniello Murano"
"conf/aaai/CeruttiTVBGA15",0,"Federico Cerutti"
"conf/aaai/CeruttiTVBGA15",1,"Ilias Tachmazidis"
"conf/aaai/CeruttiTVBGA15",2,"Mauro Vallati"
"conf/aaai/CeruttiTVBGA15",3,"Sotirios Batsakis"
"conf/aaai/CeruttiTVBGA15",4,"Massimiliano Giacomin"
"conf/aaai/CeruttiTVBGA15",5,"Grigoris Antoniou"
"conf/aaai/Cesa-BianchiSS11",0,"Nicolò Cesa-Bianchi"
"conf/aaai/Cesa-BianchiSS11",1,"Shai Shalev-Shwartz"
"conf/aaai/Cesa-BianchiSS11",2,"Ohad Shamir"
"conf/aaai/CestaOS00",0,"Amedeo Cesta"
"conf/aaai/CestaOS00",1,"Angelo Oddi"
"conf/aaai/CestaOS00",2,"Stephen F. Smith"
"conf/aaai/CeylanP14",0,"Ismail Ilkan Ceylan"
"conf/aaai/CeylanP14",1,"Rafael Peñaloza"
"conf/aaai/ChadesCMNSB12",0,"Iadine Chades"
"conf/aaai/ChadesCMNSB12",1,"Josie Carwardine"
"conf/aaai/ChadesCMNSB12",2,"Tara G. Martin"
"conf/aaai/ChadesCMNSB12",3,"Samuel Nicol"
"conf/aaai/ChadesCMNSB12",4,"Régis Sabbadin"
"conf/aaai/ChadesCMNSB12",5,"Olivier Buffet"
"conf/aaai/ChaiSM16",0,"Joyce Yue Chai"
"conf/aaai/ChaiSM16",1,"Anoop Sarkar"
"conf/aaai/ChaiSM16",2,"Rada Mihalcea"
"conf/aaai/ChaiY05",0,"Xiaoyong Chai"
"conf/aaai/ChaiY05",1,"Qiang Yang 0001"
"conf/aaai/ChajewskaKP00",0,"Urszula Chajewska"
"conf/aaai/ChajewskaKP00",1,"Daphne Koller"
"conf/aaai/ChajewskaKP00",2,"Ronald Parr"
"conf/aaai/Chakrabarti12",0,"Chayan Chakrabarti"
"conf/aaai/ChakrabortiMDK16",0,"Tathagata Chakraborti"
"conf/aaai/ChakrabortiMDK16",1,"Venkata Vamsikrishna Meduri"
"conf/aaai/ChakrabortiMDK16",2,"Vivek Dondeti"
"conf/aaai/ChakrabortiMDK16",3,"Subbarao Kambhampati"
"conf/aaai/ChakrabortiTZK16",0,"Tathagata Chakraborti"
"conf/aaai/ChakrabortiTZK16",1,"Kartik Talamadupula"
"conf/aaai/ChakrabortiTZK16",2,"Yu Zhang"
"conf/aaai/ChakrabortiTZK16",3,"Subbarao Kambhampati"
"conf/aaai/ChakrabortyBP11",0,"Shayok Chakraborty"
"conf/aaai/ChakrabortyBP11",1,"Vineeth Nallure Balasubramanian"
"conf/aaai/ChakrabortyBP11",2,"Sethuraman Panchanathan"
"conf/aaai/ChakrabortyDLMN13",0,"Mithun Chakraborty"
"conf/aaai/ChakrabortyDLMN13",1,"Sanmay Das"
"conf/aaai/ChakrabortyDLMN13",2,"Allen Lavoie"
"conf/aaai/ChakrabortyDLMN13",3,"Malik Magdon-Ismail"
"conf/aaai/ChakrabortyDLMN13",4,"Yonatan Naamad"
"conf/aaai/ChakrabortyDP15",0,"Mithun Chakraborty"
"conf/aaai/ChakrabortyDP15",1,"Sanmay Das"
"conf/aaai/ChakrabortyDP15",2,"Justin Peabody"
"conf/aaai/ChakrabortyFMSV14",0,"Supratik Chakraborty"
"conf/aaai/ChakrabortyFMSV14",1,"Daniel J. Fremont"
"conf/aaai/ChakrabortyFMSV14",2,"Kuldeep S. Meel"
"conf/aaai/ChakrabortyFMSV14",3,"Sanjit A. Seshia"
"conf/aaai/ChakrabortyFMSV14",4,"Moshe Y. Vardi"
"conf/aaai/ChakrabortyMAR12",0,"Prithwish Chakraborty"
"conf/aaai/ChakrabortyMAR12",1,"Manish Marwah"
"conf/aaai/ChakrabortyMAR12",2,"Martin F. Arlitt"
"conf/aaai/ChakrabortyMAR12",3,"Naren Ramakrishnan"
"conf/aaai/ChakrabortyMMV16",0,"Supratik Chakraborty"
"conf/aaai/ChakrabortyMMV16",1,"Kuldeep S. Meel"
"conf/aaai/ChakrabortyMMV16",2,"Rakesh Mistry"
"conf/aaai/ChakrabortyMMV16",3,"Moshe Y. Vardi"
"conf/aaai/ChalupskyR02",0,"Hans Chalupsky"
"conf/aaai/ChalupskyR02",1,"Thomas A. Russ"
"conf/aaai/ChamberlandK11",0,"Simon Chamberland"
"conf/aaai/ChamberlandK11",1,"Froduald Kabanza"
"conf/aaai/ChambersAGJT06",0,"Nathanael Chambers"
"conf/aaai/ChambersAGJT06",1,"James F. Allen"
"conf/aaai/ChambersAGJT06",2,"Lucian Galescu"
"conf/aaai/ChambersAGJT06",3,"Hyuckchul Jung"
"conf/aaai/ChambersAGJT06",4,"William Taysom"
"conf/aaai/ChanD02",0,"Hei Chan"
"conf/aaai/ChanD02",1,"Adnan Darwiche"
"conf/aaai/ChandanaM06",0,"Sandeep Chandana"
"conf/aaai/ChandanaM06",1,"René V. Mayorga"
"conf/aaai/ChandlerH11",0,"Dana Chandler"
"conf/aaai/ChandlerH11",1,"John Joseph Horton"
"conf/aaai/ChandraNMD15",0,"Praphul Chandra"
"conf/aaai/ChandraNMD15",1,"Yadati Narahari"
"conf/aaai/ChandraNMD15",2,"Debmalya Mandal"
"conf/aaai/ChandraNMD15",3,"Prasenjit Dey"
"conf/aaai/Chandrasekaran06",0,"B. Chandrasekaran 0001"
"conf/aaai/ChandrasekaranC16",0,"Muthukumaran Chandrasekaran"
"conf/aaai/ChandrasekaranC16",1,"Yingke Chen"
"conf/aaai/ChandrasekaranC16",2,"Prashant Doshi"
"conf/aaai/ChandrasekaranC16a",0,"Muthukumaran Chandrasekaran"
"conf/aaai/ChandrasekaranC16a",1,"Yingke Chen"
"conf/aaai/ChandrasekaranC16a",2,"Prashant Doshi"
"conf/aaai/ChanelTL13",0,"Caroline Ponzoni Carvalho Chanel"
"conf/aaai/ChanelTL13",1,"Florent Teichteil-Königsbuch"
"conf/aaai/ChanelTL13",2,"Charles Lesire"
"conf/aaai/Chang14",0,"Maria de los Angeles Chang"
"conf/aaai/ChangCH11",0,"Tao-Hsuan Chang"
"conf/aaai/ChangCH11",1,"Cheng-wei Chan"
"conf/aaai/ChangCH11",2,"Jane Yung-jen Hsu"
"conf/aaai/ChangHH07",0,"Tsung-Hsiang Chang"
"conf/aaai/ChangHH07",1,"Chien-Ju Ho"
"conf/aaai/ChangHH07",2,"Jane Yung-jen Hsu"
"conf/aaai/ChangM06",0,"Le Chang"
"conf/aaai/ChangM06",1,"Alan K. Mackworth"
"conf/aaai/ChangNMYZ15",0,"Xiaojun Chang"
"conf/aaai/ChangNMYZ15",1,"Feiping Nie"
"conf/aaai/ChangNMYZ15",2,"Zhigang Ma"
"conf/aaai/ChangNMYZ15",3,"Yi Yang"
"conf/aaai/ChangNMYZ15",4,"Xiaofang Zhou"
"conf/aaai/ChangNYH14",0,"Xiaojun Chang"
"conf/aaai/ChangNYH14",1,"Feiping Nie"
"conf/aaai/ChangNYH14",2,"Yi Yang"
"conf/aaai/ChangNYH14",3,"Heng Huang"
"conf/aaai/ChangRRR08",0,"Ming-Wei Chang"
"conf/aaai/ChangRRR08",1,"Lev-Arie Ratinov"
"conf/aaai/ChangRRR08",2,"Nicholas Rizzolo"
"conf/aaai/ChangRRR08",3,"Dan Roth"
"conf/aaai/ChangRRS08",0,"Ming-Wei Chang"
"conf/aaai/ChangRRS08",1,"Lev-Arie Ratinov"
"conf/aaai/ChangRRS08",2,"Dan Roth"
"conf/aaai/ChangRRS08",3,"Vivek Srikumar"
"conf/aaai/ChangUKR15",0,"Kai-Wei Chang"
"conf/aaai/ChangUKR15",1,"Shyam Upadhyay"
"conf/aaai/ChangUKR15",2,"Gourab Kundu"
"conf/aaai/ChangUKR15",3,"Dan Roth"
"conf/aaai/ChangYLZH16",0,"Xiaojun Chang"
"conf/aaai/ChangYLZH16",1,"Yi Yang"
"conf/aaai/ChangYLZH16",2,"Guodong Long"
"conf/aaai/ChangYLZH16",3,"Chengqi Zhang"
"conf/aaai/ChangYLZH16",4,"Alexander G. Hauptmann"
"conf/aaai/ChangZRL11",0,"Yi Chang"
"conf/aaai/ChangZRL11",1,"Ruiqiang Zhang"
"conf/aaai/ChangZRL11",2,"Srihari Reddy"
"conf/aaai/ChangZRL11",3,"Yan Liu"
"conf/aaai/ChanHLZZ16",0,"Pak Hay Chan"
"conf/aaai/ChanHLZZ16",1,"Xin Huang"
"conf/aaai/ChanHLZZ16",2,"Zhengyang Liu"
"conf/aaai/ChanHLZZ16",3,"Chihao Zhang"
"conf/aaai/ChanHLZZ16",4,"Shengyu Zhang"
"conf/aaai/ChanIMKHRPBQHH14",0,"Tim Chan"
"conf/aaai/ChanIMKHRPBQHH14",1,"Joseph I"
"conf/aaai/ChanIMKHRPBQHH14",2,"Carlos Macasaet"
"conf/aaai/ChanIMKHRPBQHH14",3,"Daniel Kang"
"conf/aaai/ChanIMKHRPBQHH14",4,"Robert M. Hardy"
"conf/aaai/ChanIMKHRPBQHH14",5,"Carlos Ruiz"
"conf/aaai/ChanIMKHRPBQHH14",6,"Rigel Porras"
"conf/aaai/ChanIMKHRPBQHH14",7,"Brian Baron"
"conf/aaai/ChanIMKHRPBQHH14",8,"Karim Qazi"
"conf/aaai/ChanIMKHRPBQHH14",9,"Padraic Hannon"
"conf/aaai/ChanIMKHRPBQHH14",10,"Tomonori Honda"
"conf/aaai/ChanN05",0,"Yee Seng Chan"
"conf/aaai/ChanN05",1,"Hwee Tou Ng"
"conf/aaai/ChannarukulMA02",0,"Songsak Channarukul"
"conf/aaai/ChannarukulMA02",1,"Susan Weber McRoy"
"conf/aaai/ChannarukulMA02",2,"Syed S. Ali"
"conf/aaai/ChanO15",0,"Hau Chan"
"conf/aaai/ChanO15",1,"Luis E. Ortiz"
"conf/aaai/ChaoCT10",0,"Crystal Chao"
"conf/aaai/ChaoCT10",1,"Maya Cakmak"
"conf/aaai/ChaoCT10",2,"Andrea Lockerd Thomaz"
"conf/aaai/ChaoGYT10",0,"Crystal Chao"
"conf/aaai/ChaoGYT10",1,"Michael J. Gielniak"
"conf/aaai/ChaoGYT10",2,"Jae Wook Yoo"
"conf/aaai/ChaoGYT10",3,"Andrea Lockerd Thomaz"
"conf/aaai/ChaplotBP15",0,"Devendra Singh Chaplot"
"conf/aaai/ChaplotBP15",1,"Pushpak Bhattacharyya"
"conf/aaai/ChaplotBP15",2,"Ashwin Paranjape"
"conf/aaai/ChapmanFCRJ10",0,"Archie C. Chapman"
"conf/aaai/ChapmanFCRJ10",1,"Alessandro Farinelli"
"conf/aaai/ChapmanFCRJ10",2,"Enrique Munoz de Cote"
"conf/aaai/ChapmanFCRJ10",3,"Alex Rogers"
"conf/aaai/ChapmanFCRJ10",4,"Nicholas R. Jennings"
"conf/aaai/ChaS00",0,"Sung-Hyuk Cha"
"conf/aaai/ChaS00",1,"Sargur N. Srihari"
"conf/aaai/ChatterjeeCD16",0,"Krishnendu Chatterjee"
"conf/aaai/ChatterjeeCD16",1,"Martin Chmelik"
"conf/aaai/ChatterjeeCD16",2,"Jessica Davies"
"conf/aaai/ChatterjeeCGK15",0,"Krishnendu Chatterjee"
"conf/aaai/ChatterjeeCGK15",1,"Martin Chmelik"
"conf/aaai/ChatterjeeCGK15",2,"Raghav Gupta"
"conf/aaai/ChatterjeeCGK15",3,"Ayush Kanodia"
"conf/aaai/ChatterjeeLBK16",0,"Soumyadeep Chatterjee"
"conf/aaai/ChatterjeeLBK16",1,"Stefan Liess"
"conf/aaai/ChatterjeeLBK16",2,"Arindam Banerjee"
"conf/aaai/ChatterjeeLBK16",3,"Vipin Kumar"
"conf/aaai/ChaturvediGD16",0,"Snigdha Chaturvedi"
"conf/aaai/ChaturvediGD16",1,"Dan Goldwasser"
"conf/aaai/ChaturvediGD16",2,"Hal Daumé III"
"conf/aaai/ChaturvediSDD16",0,"Snigdha Chaturvedi"
"conf/aaai/ChaturvediSDD16",1,"Shashank Srivastava"
"conf/aaai/ChaturvediSDD16",2,"Hal Daumé III"
"conf/aaai/ChaturvediSDD16",3,"Chris Dyer"
"conf/aaai/Chatzis14",0,"Sotirios Chatzis"
"conf/aaai/Chatzis14a",0,"Sotirios Chatzis"
"conf/aaai/Chaudhri15",0,"Vinay K. Chaudhri"
"conf/aaai/ChaudhriHOSW14",0,"Vinay K. Chaudhri"
"conf/aaai/ChaudhriHOSW14",1,"Stijn Heymans"
"conf/aaai/ChaudhriHOSW14",2,"Adam Overholtzer"
"conf/aaai/ChaudhriHOSW14",3,"Aaron Spaulding"
"conf/aaai/ChaudhriHOSW14",4,"Michael A. Wessel"
"conf/aaai/ChaudhriSTW00",0,"Vinay K. Chaudhri"
"conf/aaai/ChaudhriSTW00",1,"Mark E. Stickel"
"conf/aaai/ChaudhriSTW00",2,"Jérôme Thoméré"
"conf/aaai/ChaudhriSTW00",3,"Richard J. Waldinger"
"conf/aaai/ChawlaB07",0,"Nitesh V. Chawla"
"conf/aaai/ChawlaB07",1,"Kevin W. Bowyer"
"conf/aaai/ChechetkaDP10",0,"Anton Chechetka"
"conf/aaai/ChechetkaDP10",1,"Denver Dash"
"conf/aaai/ChechetkaDP10",2,"Matthai Philipose"
"conf/aaai/Cheetham04",0,"William Cheetham"
"conf/aaai/Cheetham06",0,"William Cheetham"
"conf/aaai/Chekol16",0,"Melisachew Wudage Chekol"
"conf/aaai/ChekolEGL12",0,"Melisachew Wudage Chekol"
"conf/aaai/ChekolEGL12",1,"Jérôme Euzenat"
"conf/aaai/ChekolEGL12",2,"Pierre Genevès"
"conf/aaai/ChekolEGL12",3,"Nabil Layaïda"
"conf/aaai/ChelmisASFP15",0,"Charalampos Chelmis"
"conf/aaai/ChelmisASFP15",1,"Saima Aman"
"conf/aaai/ChelmisASFP15",2,"Muhammad Rizwan Saeed"
"conf/aaai/ChelmisASFP15",3,"Marc Frîncu"
"conf/aaai/ChelmisASFP15",4,"Viktor K. Prasanna"
"conf/aaai/Chen04",0,"Hubie Chen"
"conf/aaai/ChenBP15",0,"Wei-Te Chen"
"conf/aaai/ChenBP15",1,"Claire Bonial"
"conf/aaai/ChenBP15",2,"Martha Palmer"
"conf/aaai/ChenC11",0,"Xinlei Chen"
"conf/aaai/ChenC11",1,"Deng Cai"
"conf/aaai/ChenC11a",0,"Chao Chen"
"conf/aaai/ChenC11a",1,"Diane J. Cook"
"conf/aaai/ChenCB08",0,"Minmin Chen"
"conf/aaai/ChenCB08",1,"Yixin Chen"
"conf/aaai/ChenCB08",2,"Michael R. Brent"
"conf/aaai/ChenCBWZZ10",0,"Chun Chen"
"conf/aaai/ChenCBWZZ10",1,"Zhengguang Chen"
"conf/aaai/ChenCBWZZ10",2,"Jiajun Bu"
"conf/aaai/ChenCBWZZ10",3,"Can Wang"
"conf/aaai/ChenCBWZZ10",4,"Lijun Zhang 0005"
"conf/aaai/ChenCBWZZ10",5,"Cheng Zhang"
"conf/aaai/ChenCCJ16",0,"Bor-Chun Chen"
"conf/aaai/ChenCCJ16",1,"Yan-Ying Chen"
"conf/aaai/ChenCCJ16",2,"Francine Chen"
"conf/aaai/ChenCCJ16",3,"Dhiraj Joshi"
"conf/aaai/ChenCD15",0,"Suming Jeremiah Chen"
"conf/aaai/ChenCD15",1,"Arthur Choi"
"conf/aaai/ChenCD15",2,"Adnan Darwiche"
"conf/aaai/ChenCK16",0,"Lin Chen 0003"
"conf/aaai/ChenCK16",1,"Forrest W. Crawford"
"conf/aaai/ChenCK16",2,"Amin Karbasi"
"conf/aaai/ChenCWLC13",0,"Wenlin Chen"
"conf/aaai/ChenCWLC13",1,"Yixin Chen"
"conf/aaai/ChenCWLC13",2,"Kilian Q. Weinberger"
"conf/aaai/ChenCWLC13",3,"Qiang Lu"
"conf/aaai/ChenCWLC13",4,"Xiaoping Chen"
"conf/aaai/ChenCWZ15",0,"Zheng Chen"
"conf/aaai/ChenCWZ15",1,"Minmin Chen"
"conf/aaai/ChenCWZ15",2,"Kilian Q. Weinberger"
"conf/aaai/ChenCWZ15",3,"Weixiong Zhang"
"conf/aaai/ChenCZSZ16",0,"Bei Chen"
"conf/aaai/ChenCZSZ16",1,"Ning Chen"
"conf/aaai/ChenCZSZ16",2,"Jun Zhu"
"conf/aaai/ChenCZSZ16",3,"Jiaming Song"
"conf/aaai/ChenCZSZ16",4,"Bo Zhang"
"conf/aaai/ChenDLX13",0,"Sibao Chen"
"conf/aaai/ChenDLX13",1,"Chris H. Q. Ding"
"conf/aaai/ChenDLX13",2,"Bin Luo"
"conf/aaai/ChenDLX13",3,"Ying Xie"
"conf/aaai/ChenDTZ16",0,"Ning Chen"
"conf/aaai/ChenDTZ16",1,"Xiaotie Deng"
"conf/aaai/ChenDTZ16",2,"Bo Tang"
"conf/aaai/ChenDTZ16",3,"Hongyang Zhang"
"conf/aaai/ChenFL02",0,"Ping Chen"
"conf/aaai/ChenFL02",1,"Zhaohui Fu"
"conf/aaai/ChenFL02",2,"Andrew Lim"
"conf/aaai/ChenFNT15",0,"Jiehua Chen"
"conf/aaai/ChenFNT15",1,"Piotr Faliszewski"
"conf/aaai/ChenFNT15",2,"Rolf Niedermeier"
"conf/aaai/ChenFNT15",3,"Nimrod Talmon"
"conf/aaai/ChengCDXI12",0,"Qiang Cheng"
"conf/aaai/ChengCDXI12",1,"Feng Chen"
"conf/aaai/ChengCDXI12",2,"Jianwu Dong"
"conf/aaai/ChengCDXI12",3,"Wenli Xu"
"conf/aaai/ChengCDXI12",4,"Alexander T. Ihler"
"conf/aaai/ChengCN05",0,"Jimming Cheng"
"conf/aaai/ChengCN05",1,"Winston Cheng"
"conf/aaai/ChengCN05",2,"Radhika Nagpal"
"conf/aaai/ChenGGK11",0,"Yiling Chen"
"conf/aaai/ChenGGK11",1,"Xi Alice Gao"
"conf/aaai/ChenGGK11",2,"Rick Goldstein"
"conf/aaai/ChenGGK11",3,"Ian A. Kash"
"conf/aaai/ChengLLTP16",0,"Peng Cheng"
"conf/aaai/ChengLLTP16",1,"Ivan Lee"
"conf/aaai/ChengLLTP16",2,"Li Li"
"conf/aaai/ChengLLTP16",3,"Kuo-Kun Tseng"
"conf/aaai/ChengLLTP16",4,"Jeng-Shyang Pan"
"conf/aaai/ChengP14",0,"Peng Cheng"
"conf/aaai/ChengP14",1,"Jeng-Shyang Pan"
"conf/aaai/ChengRL10",0,"Shanjun Cheng"
"conf/aaai/ChengRL10",1,"Anita Raja"
"conf/aaai/ChengRL10",2,"Victor R. Lesser"
"conf/aaai/ChengRL10a",0,"Shanjun Cheng"
"conf/aaai/ChengRL10a",1,"Anita Raja"
"conf/aaai/ChengRL10a",2,"Victor R. Lesser"
"conf/aaai/ChenGSDW14",0,"Yueguo Chen"
"conf/aaai/ChenGSDW14",1,"Lexi Gao"
"conf/aaai/ChenGSDW14",2,"Shuming Shi"
"conf/aaai/ChenGSDW14",3,"Xiaoyong Du"
"conf/aaai/ChenGSDW14",4,"Ji-Rong Wen"
"conf/aaai/ChengY05",0,"Kenil C. K. Cheng"
"conf/aaai/ChengY05",1,"Roland H. C. Yap"
"conf/aaai/ChengY07",0,"Kenil C. K. Cheng"
"conf/aaai/ChengY07",1,"Roland H. C. Yap"
"conf/aaai/ChengYKL12",0,"Chen Cheng"
"conf/aaai/ChengYKL12",1,"Haiqin Yang"
"conf/aaai/ChengYKL12",2,"Irwin King"
"conf/aaai/ChengYKL12",3,"Michael R. Lyu"
"conf/aaai/ChenH16",0,"Yu-Ju Chen"
"conf/aaai/ChenH16",1,"Jane Yung-jen Hsu"
"conf/aaai/ChenHZ08",0,"Yixin Chen"
"conf/aaai/ChenHZ08",1,"Ruoyun Huang"
"conf/aaai/ChenHZ08",2,"Weixiong Zhang"
"conf/aaai/ChenJ07",0,"Feilong Chen"
"conf/aaai/ChenJ07",1,"Rong Jin"
"conf/aaai/ChenJKBSK15",0,"Yuxin Chen"
"conf/aaai/ChenJKBSK15",1,"Shervin Javdani"
"conf/aaai/ChenJKBSK15",2,"Amin Karbasi"
"conf/aaai/ChenJKBSK15",3,"J. Andrew Bagnell"
"conf/aaai/ChenJKBSK15",4,"Siddhartha S. Srinivasa"
"conf/aaai/ChenJKBSK15",5,"Andreas Krause 0001"
"conf/aaai/ChenJSY11",0,"Weizhu Chen"
"conf/aaai/ChenJSY11",1,"Zhanglong Ji"
"conf/aaai/ChenJSY11",2,"Si Shen"
"conf/aaai/ChenJSY11",3,"Qiang Yang 0001"
"conf/aaai/ChenJXCY10",0,"Yuqiang Chen"
"conf/aaai/ChenJXCY10",1,"Ou Jin"
"conf/aaai/ChenJXCY10",2,"Gui-Rong Xue"
"conf/aaai/ChenJXCY10",3,"Jia Chen"
"conf/aaai/ChenJXCY10",4,"Qiang Yang 0001"
"conf/aaai/ChenKWH15",0,"Yan-Ying Chen"
"conf/aaai/ChenKWH15",1,"Yin-Hsi Kuo"
"conf/aaai/ChenKWH15",2,"Chun-Che Wu"
"conf/aaai/ChenKWH15",3,"Winston H. Hsu"
"conf/aaai/ChenLLC10",0,"Xi Chen"
"conf/aaai/ChenLLC10",1,"Yan Liu 0002"
"conf/aaai/ChenLLC10",2,"Han Liu"
"conf/aaai/ChenLLC10",3,"Jaime G. Carbonell"
"conf/aaai/ChenLPP10",0,"Yiling Chen"
"conf/aaai/ChenLPP10",1,"John K. Lai"
"conf/aaai/ChenLPP10",2,"David C. Parkes"
"conf/aaai/ChenLPP10",3,"Ariel D. Procaccia"
"conf/aaai/ChenLT08",0,"Mo Chen"
"conf/aaai/ChenLT08",1,"Jianzhuang Liu"
"conf/aaai/ChenLT08",2,"Xiaoou Tang"
"conf/aaai/ChenLXYK12",0,"Xing Chen"
"conf/aaai/ChenLXYK12",1,"Lin Li 0001"
"conf/aaai/ChenLXYK12",2,"Guandong Xu"
"conf/aaai/ChenLXYK12",3,"Zhenglu Yang"
"conf/aaai/ChenLXYK12",4,"Masaru Kitsuregawa"
"conf/aaai/ChenLY14",0,"Dongdong Chen"
"conf/aaai/ChenLY14",1,"Jian Cheng Lv"
"conf/aaai/ChenLY14",2,"Zhang Yi 0001"
"conf/aaai/ChenLZ12",0,"Wei Chen"
"conf/aaai/ChenLZ12",1,"Wei Lu"
"conf/aaai/ChenLZ12",2,"Ning Zhang"
"conf/aaai/ChenLZ12a",0,"Ning Chen"
"conf/aaai/ChenLZ12a",1,"Pinyan Lu"
"conf/aaai/ChenLZ12a",2,"Hongyang Zhang"
"conf/aaai/ChenM11",0,"David L. Chen"
"conf/aaai/ChenM11",1,"Raymond J. Mooney"
"conf/aaai/ChenN14",0,"Chen Chen 0004"
"conf/aaai/ChenN14",1,"Vincent Ng"
"conf/aaai/ChenN14a",0,"Chen Chen 0004"
"conf/aaai/ChenN14a",1,"Vincent Ng"
"conf/aaai/ChenN15",0,"Chen Chen 0004"
"conf/aaai/ChenN15",1,"Vincent Ng"
"conf/aaai/ChenN16",0,"Chen Chen 0004"
"conf/aaai/ChenN16",1,"Vincent Ng"
"conf/aaai/ChenNW15",0,"Yiling Chen"
"conf/aaai/ChenNW15",1,"Kobbi Nissim"
"conf/aaai/ChenNW15",2,"Bo Waggoner"
"conf/aaai/ChenP06",0,"Li Chen"
"conf/aaai/ChenP06",1,"Pearl Pu"
